sentiment,text
1.0000,bizarre piece work premise dialogue level kid television plot thread morose teen pregnancy rape suspect murder
1.0000,good cletis tout inspire trip video store search well movie experience
0.0000,skip turd pick nose instead sure experience
4.0000,concept idea thrill ride
3.0000,unlike surf movie blue crush thrillingly use modern technology viewer inside wave
0.0000,forewarn depress watch film end try drown lake
1.0000,apparent franchise good year long past
2.0000,mentally challenge get fair shot movie business surely not collection keen selfmutilate sideshow geek
3.0000,strike hard remind pertinent dynamic remain
3.0000,consumer lo mein general tso chicken barely think folk prepare deliver hopefully film attach human face little steam carton
1.0000,term lowgrade cheese standard operate make grade tawdry trash
1.0000,nice thing say steal harvard lrb call freddy get molest dog rrb obnoxious tom green freddie get finger
2.0000,filmmaker lack nerve fully exploit script potential sick humor
1.0000,illconsidere unholy hokum
0.0000,merely bad
3.0000,flick infantilize culture not entirely infantile
1.0000,rymer not trust laugh not conjure proper respect follower deadundead genre deserve vampire pic shrieky special effect
2.0000,begin film tradition graduate quickly switch recyclable significant
2.0000,b picture mean compliment
2.0000,lead double life american film come good
2.0000,doggie wink
2.0000,especially compare television series inspire movie
1.0000,try head tail story hiphop indie snipe brain strain payoff negligible
3.0000,film pretty good overall picture situation laramie follow murder matthew shepard
1.0000,toothless dog cable lose bite big screen
3.0000,rich bittersweet israeli documentary life songanddanceman pasach ke burstein family transcend ethnic line
0.0000,boll use lot quick cut blurry stepprinte goose thing dopey dialogue inadequate performance kill effect
0.0000,dud pass mike tyson e
0.0000,generic family comedy unlikely appreciate outside under10 set
0.0000,amateurish quasiimprovise act exercise shot ugly digital video
0.0000,simple story simple work plot arbitrary
1.0000,element lack pyschological center knocks flat
3.0000,exactly title imply lusty boisterous utterly charming
0.0000,remain variant nincompoop benigni persona annoying angry version irresponsible sandlerian manchild undercut voice star road trip
1.0000,cherish dud romantic comedy bit romantic mildly funny
4.0000,heartwarme rely force air petter delicate clever direction wonderful imaginative script axel hellstenius
1.0000,let haunt house haunt ship ghost blimp
1.0000,paint fight motorize scooter chase dewyeye sentiment pretty listless collection kidmovie
3.0000,base dave barry popular book movie benefit real writer plot character move overlap story
1.0000,miss wow factor
1.0000,normally rohmer talky film fascinate move set past rely historical text lose richness characterization make film memorable
1.0000,generally amusing time time spy problem majority action comedy
3.0000,watch sense openness little surprise
4.0000,urban landscape detail sign kiosk color palette lot somber blue pink dreamy evocative
1.0000,abide impression despite mild hallucinogenic buzz overwhelming waste acre haute couture not conceal resemble spine
3.0000,throw quirky character odd situation offkilter dialogue look
2.0000,film truly rescue lrb funk brother rrb motown shadow
2.0000,chabrol good less work outshine good director offer
3.0000,alan fellow survivor idiosyncratic lift movie playwrite premise
2.0000,time well
2.0000,director harry gantz joe gantz choose fascinating subject matter couple expose not interesting
3.0000,film bitter sweet romantic comedic warm fuzzy
2.0000,brilliant honest performance nicholson film agonizing bore fantastic kathy bate turn
0.0000,halloween visually unappeale
4.0000,light silly photographed colour depth good time
3.0000,refresh romance smart
1.0000,sodden glum moment suppose feel funny light
1.0000,nary glimmer selfknowledge lrb crane rrb speciman character auto focus remain chilly clinical lab report
0.0000,film possible exception elizabeth hurley breast authentic
3.0000,manically generous christmas vaudeville
3.0000,powder blue sunsplashe white tuni alluring backdrop sensuous spirit tale prim widow find unlikely release bellydance club
4.0000,dicken word writerdirector douglas mcgrath eventone direction rip good yarn tell
2.0000,certainly
2.0000,simultaneously heartbreakingly beautiful exquisitely sad
0.0000,approach usher say sit ask raise
3.0000,make believe cast crew thoroughly enjoy believe smallbudget film
4.0000,film enrich imaginatively mix cast antic spirit head christopher plummer subtle complexly evil uncle ralph see film stage adaptation work
4.0000,film form remarkably cohesive visually thematically consistently sensitive exciting treatment ignore people
3.0000,smart alert thirteen conversation thing small gem
4.0000,insanely hilarious
3.0000,strip bible store potential sanctimoniousness make meaningful kid churchwary adult
1.0000,weirdness sake weirdness human nature ingratiate grate
1.0000,audacious ambition sabotage pomposity steven soderbergh space opera emerge numbingly dull experience
2.0000,balkan provide obstacle course love good woman
4.0000,work magic exuberance passion film length fun
0.0000,entice prospect lot nubile young actor film campus depravity not fade amid deliberate tiresome ugliness render tedious avary failure construct story trace dramatic interest
0.0000,go long bog surfeit character unnecessary subplot
1.0000,feelgood movie not feel good
2.0000,version hg well time machine direct hg well greatgrandson
1.0000,shapiro goldman bolado credit good intention not half hour
1.0000,feel movie veer far exxon zone leave station look return ticket realism
4.0000,reallife story genuinely inspirational movie stir
1.0000,disturb
4.0000,largeframe imax camera lend beautifully film teem life reef make gorgeous film junior scientist grownup fish lover
1.0000,hard pity plain girl ravish waif apply smear lipgloss
2.0000,end not work movie work recommend maybe everybody certainly people curiosity movie right step wrong
0.0000,character movie care
2.0000,plot romantic comedy boilerplate start finish
1.0000,movie major devastating flaw reliance formula lessen overall impact movie
0.0000,depress ruthlessly pain deprave movie equivalent stare open wound
2.0000,film afford intriguing glimpse insight glean lifetime spiritual inquiry ram dass fierce grace not organize particular insight
0.0000,aimless old pickup skid completely control long patch black ice movie make hour feel like
4.0000,comedydrama nearly epic proportion root sincere performance title character undergo midlife crisis
1.0000,contain laugh surprise
0.0000,horrible stink bomb
3.0000,watch giggle adrenaline boost feel like completely lower entertainment standard
2.0000,briefly flirt player masochism point real interest audience sadism evade completely
3.0000,earnest heartfelt undernourished plod
0.0000,dull somnambulant exercise pretension pervasive quiet break frequent outburst violence noise
2.0000,doofuson theloose banter welcome collinwood cocky afterhour loopiness
0.0000,not bad movie year
3.0000,film present visceral dangerously honest revelation man machine curtain planet
2.0000,cinematic pratfall give work
2.0000,underachieve take shakespeare parallel far
2.0000,apparently writerdirector attal think need cast moviestar wife sit drawer justify film
4.0000,handle correctly wilde play masterpiece elegant wit artifice
4.0000,good star trek movie long time
3.0000,remarkably alluring film set constrictive eisenhower era suburban woman yearn face loss shatter cheery tranquil suburban life
3.0000,instead simply handle conventional material conventional way secretary take unexpected material handle unexpected way
4.0000,win comedy wry observation longlive friendship way lose track try
1.0000,writerdirector randall wallace bite chew movie veer like drunken driver heavy traffic
3.0000,like kiss jessica stein amy orgasm key strength willingness explore principal character honesty insight humor
2.0000,time let hair greek style
2.0000,charlize chase kevin gun
3.0000,edify glimpse wit revolutionary spirit performer era
2.0000,directive protect code cost begin blur importance man code merge
2.0000,steer unexpectedly adamant streak warmbloode empathy disparate manhattan denizen especially hole
